COMM_CODE,NAME,SECTOR,MULTIPOLYGON,image_url
LEB,LEWISBURG,NORTH,"MULTIPOLYGON (((-114.0480237 51.1749865, -114.0471466 51.1751138, -114.045716 51.1752882, -114.0444206 51.1754113, -114.0430548 51.1755059, -114.042467 51.1755356, -114.0418882 51.1755585, -114.0411771 51.1755778, -114.0401386 51.175589, -114.0364595 51.1755922, -114.0364489 51.1835079, -114.0353177 51.1835089, -114.0340237 51.1835101, -114.0288519 51.1978856, -114.0480944 51.1979662, -114.0480642 51.1834905, -114.0480486 51.1760134, -114.0480456 51.1749916, -114.0480432 51.1749833, -114.0480237 51.1749865)))",
ALP,ALPINE PARK,SOUTH,"MULTIPOLYGON (((-114.1326992 50.9214635, -114.1329042 50.9216527, -114.1331008 50.9218221, -114.1331623 50.9218736, -114.1333283 50.9220092, -114.1334734 50.9221243, -114.1335544 50.9221866, -114.1335963 50.9222185, -114.1337327 50.9223201, -114.1338943 50.922437, -114.1339789 50.9224968, -114.1341421 50.9226081, -114.1343312 50.9227344, -114.1345133 50.9228492, -114.1346856 50.9229554, -114.1348677 50.9230702, -114.1350635 50.9231887, -114.135208 50.9232772, -114.1357239 50.9235898, -114.1357534 50.9236075, -114.1358527 50.923668, -114.1359913 50.9237532, -114.1360914 50.9238148, -114.1361949 50.9238779, -114.1363151 50.9239537, -114.136431 50.9240261, -114.1365559 50.9241067, -114.1366548 50.924171, -114.1367467 50.9242302, -114.1368346 50.9242888, -114.1369034 50.9243362, -114.1370643 50.9244351, -114.1371652 50.9245049, -114.1373255 50.9246236, -114.1374907 50.9247504, -114.1375642 50.9248089, -114.137667 50.9248937, -114.1378308 50.9250322, -114.1379424 50.925131, -114.1380993 50.925276, -114.1382405 50.9254146, -114.1383175 50.9254905, -114.1384354 50.9256149, -114.1385714 50.9257652, -114.1386869 50.9259025, -114.1388203 50.9260641, -114.1389256 50.9262031, -114.1390274 50.9263427, -114.1390861 50.9264274, -114.1391937 50.9265874, -114.139299 50.9267629, -114.1393895 50.926923, -114.1393931 50.9269299, -114.1409824 50.9273746, -114.1412684 50.9274547, -114.1412662 50.9214261, -114.1633389 50.9214492, -114.1633387 50.9213583, -114.1634287 50.9067785, -114.1632649 50.9067787, -114.1518546 50.9067548, -114.1490037 50.9067486, -114.1488225 50.9066474, -114.1404604 50.9066329, -114.1402762 50.9067004, -114.1401681 50.9067294, -114.1287041 50.9067433, -114.1271163 50.9067451, -114.1271336 50.9070893, -114.1271618 50.9074585, -114.127189 50.9079334, -114.1272334 50.9083464, -114.1272903 50.9084326, -114.1273622 50.9085544, -114.1274537 50.9087384, -114.1275169 50.9088935, -114.1275712 50.9090646, -114.1275995 50.9091752, -114.1276203 50.9093041, -114.1276969 50.9098427, -114.127798 50.9105568, -114.1278654 50.911033, -114.1278991 50.911271, -114.1279329 50.9115639, -114.1280108 50.9122394, -114.1280457 50.912542, -114.1281296 50.913269, -114.1281925 50.9138135, -114.1282076 50.9138897, -114.1287165 50.9153139, -114.1287743 50.9154259, -114.1302493 50.9179948, -114.1304426 50.9183408, -114.1306457 50.9186993, -114.130829 50.9190266, -114.1309815 50.9192743, -114.1310337 50.9193566, -114.1311189 50.919493, -114.1312066 50.9196356, -114.1312918 50.9197705, -114.1313843 50.9199115, -114.1314646 50.920031, -114.1315501 50.9201548, -114.1315979 50.9202214, -114.1316176 50.9202479, -114.1317129 50.9203752, -114.1317281 50.9203947, -114.1318822 50.9205907, -114.1320472 50.9207848, -114.1321338 50.9208823, -114.1321803 50.9209338, -114.1322383 50.9209976, -114.1323839 50.9211508, -114.1323901 50.9211572, -114.13244 50.9212083, -114.1324765 50.9212451, -114.1324904 50.921259, -114.1325288 50.9212975, -114.1325472 50.9213153, -114.1325719 50.9213395, -114.1326992 50.9214635)))",
THS,TWINHILLS,EAST,"MULTIPOLYGON (((-113.8655475 51.045203, -113.8770346 51.0452048, -113.8770239 51.0524384, -113.8886707 51.0524349, -113.8886651 51.0451995, -113.8886603 51.0378379, -113.8886603 51.0378006, -113.8655526 51.0377668, -113.8655475 51.045203)))",
HID,HIDDEN VALLEY,NORTH,"MULTIPOLYGON (((-114.0947448 51.1542571, -114.0946069 51.1542573, -114.0946019 51.1614979, -114.1086705 51.1614785, -114.1095333 51.1614777, -114.1095334 51.1614776, -114.1095861 51.1614249, -114.1095862 51.1614248, -114.1095956 51.1614155, -114.1096872 51.1613247, -114.1097893 51.161225, -114.109794 51.1612204, -114.1098923 51.1611256, -114.1099962 51.1610267, -114.1101011 51.1609281, -114.1101237 51.1609071, -114.110164 51.1608697, -114.110207 51.16083, -114.1102175 51.1608203, -114.1102892 51.1607546, -114.1103138 51.1607322, -114.1104215 51.1606349, -114.1104629 51.1605978, -114.1104951 51.1605691, -114.1105302 51.1605379, -114.1105567 51.1605145, -114.1106398 51.1604414, -114.1107046 51.160385, -114.1107503 51.1603453, -114.1107621 51.1603352, -114.1107991 51.1603033, -114.1107992 51.1603032, -114.1108118 51.1602925, -114.1108618 51.1602497, -114.1109742 51.1601544, -114.1110875 51.1600596, -114.1111695 51.1599917, -114.1112017 51.1599652, -114.1112983 51.1598864, -114.1113168 51.1598713, -114.1113313 51.1598595, -114.1114328 51.1597778, -114.1115365 51.1596952, -114.1115498 51.1596847, -114.1116572 51.1596003, -114.1116676 51.1595921, -114.1116807 51.1595819, -114.1117863 51.1594999, -114.1118002 51.1594892, -114.1118234 51.1594714, -114.1118419 51.1594572, -114.1118432 51.1594562, -114.1119059 51.1594082, -114.1119125 51.1594032, -114.1120264 51.159317, -114.1121167 51.1592493, -114.1121477 51.1592262, -114.1121618 51.1592158, -114.1122699 51.1591359, -114.1122843 51.1591253, -114.1123417 51.1590834, -114.1123703 51.1590625, -114.112393 51.159046, -114.1124256 51.1590224, -114.1124287 51.1590202, -114.112517 51.1589566, -114.1125316 51.1589462, -114.1126418 51.1588677, -114.1126909 51.1588331, -114.1127675 51.1587793, -114.1127922 51.158762, -114.112894 51.1586913, -114.1130214 51.1586039, -114.113093 51.1585552, -114.1131308 51.1585296, -114.1131415 51.1585223, -114.1131496 51.1585169, -114.1132714 51.1584352, -114.1132786 51.1584304, -114.1132797 51.1584297, -114.1132944 51.1584199, -114.1134085 51.1583444, -114.1134247 51.1583337, -114.1135037 51.1582821, -114.1135392 51.1582589, -114.1135555 51.1582483, -114.1136707 51.1581739, -114.1136872 51.1581633, -114.1137487 51.158124, -114.1138031 51.1580894, -114.1139223 51.1580141, -114.1139362 51.1580054, -114.1139916 51.1579708, -114.1140702 51.1579219, -114.1140872 51.1579114, -114.1142049 51.157839, -114.1142226 51.1578282, -114.114277 51.157795, -114.1142777 51.1577946, -114.1143405 51.1577565, -114.1143492 51.1577513, -114.114456 51.157687, -114.1144768 51.1576746, -114.1144827 51.1576711, -114.114614 51.1575932, -114.1147115 51.1575359, -114.1147519 51.1575123, -114.1147713 51.157501, -114.114842 51.15746, -114.114848 51.1574565, -114.1148482 51.1574564, -114.1148899 51.1574323, -114.1148906 51.1574319, -114.1150166 51.1573598, -114.1150301 51.1573521, -114.1151703 51.1572728, -114.1152043 51.1572537, -114.1152049 51.1572534, -114.115227 51.157241, -114.1153113 51.157194, -114.1154531 51.1571158, -114.1155386 51.157069, -114.1155956 51.1570381, -114.1156194 51.1570252, -114.1156771 51.1569941, -114.1157388 51.156961, -114.1158713 51.1568905, -114.1158829 51.1568844, -114.1159033 51.1568736, -114.1159084 51.1568709, -114.1159322 51.1568583, -114.1159363 51.1568562, -114.1159367 51.156856, -114.1160276 51.1568083, -114.1160412 51.1568012, -114.1160857 51.1567781, -114.1160862 51.1567778, -114.1160878 51.156777, -114.1161315 51.1567543, -114.1161345 51.1567527, -114.116135 51.1567525, -114.116173 51.1567328, -114.1163192 51.1566579, -114.1164659 51.1565836, -114.1164661 51.1565836, -114.1164662 51.1565835, -114.1165814 51.1565259, -114.1165997 51.1565167, -114.1166039 51.1565146, -114.1166157 51.1565088, -114.1166254 51.1565039, -114.1166296 51.1565018, -114.1166302 51.1565016, -114.1166324 51.1565005, -114.1166867 51.1564736, -114.1166954 51.1564693, -114.1167 51.156467, -114.1167025 51.1564658, -114.1167292 51.1564526, -114.116736 51.1564493, -114.1167594 51.1564378, -114.1167633 51.1564359, -114.116772 51.1564316, -114.1167895 51.156423, -114.1167916 51.156422, -114.1168129 51.1564116, -114.1168748 51.1563814, -114.1169111 51.1563638, -114.1170608 51.1562917, -114.1170717 51.1562865, -114.1172111 51.1562202, -114.1172112 51.1562202, -114.1173623 51.1561492, -114.1175141 51.1560788, -114.1175508 51.1560619, -114.1175509 51.1560619, -114.117551 51.1560619, -114.1176666 51.156009, -114.1178197 51.1559398, -114.1179735 51.1558712, -114.1180367 51.1558432, -114.1181279 51.1558031, -114.1182831 51.1557357, -114.1184388 51.1556688, -114.1185291 51.1556304, -114.1185952 51.1556025, -114.1187523 51.1555368, -114.1189099 51.1554718, -114.119028 51.1554236, -114.1190682 51.1554073, -114.1192271 51.1553434, -114.1193866 51.1552802, -114.119533 51.1552229, -114.1195468 51.1552175, -114.1197075 51.1551555, -114.1198688 51.155094, -114.1200307 51.1550332, -114.1200435 51.1550285, -114.1200441 51.1550282, -114.1201932 51.154973, -114.1203563 51.1549135, -114.1205199 51.1548545, -114.120561 51.1548399, -114.1205611 51.1548398, -114.1205612 51.1548398, -114.1206841 51.1547962, -114.1208489 51.1547385, -114.1210142 51.1546814, -114.1210146 51.1546813, -114.1210838 51.1546577, -114.1211801 51.154625, -114.1213465 51.1545692, -114.1215134 51.154514, -114.1216116 51.154482, -114.1216117 51.1544819, -114.1216809 51.1544595, -114.1218489 51.1544056, -114.1220174 51.1543524, -114.1221452 51.1543125, -114.1221864 51.1542998, -114.1223559 51.1542478, -114.1225259 51.1541965, -114.1226833 51.1541497, -114.1226964 51.1541459, -114.1226965 51.1541458, -114.1228675 51.1540958, -114.1230389 51.1540465, -114.1232109 51.1539978, -114.1232265 51.1539934, -114.1233831 51.1539498, -114.1233833 51.1539497, -114.1235562 51.1539023, -114.1237295 51.1538556, -114.1237741 51.1538437, -114.1237746 51.1538436, -114.1239033 51.1538095, -114.1240775 51.1537641, -114.1242521 51.1537194, -114.1242522 51.1537194, -114.1243271 51.1537004, -114.1244272 51.1536753, -114.1246027 51.1536319, -114.1247786 51.1535892, -114.1248835 51.1535641, -114.1248841 51.1535639, -114.1249549 51.1535471, -114.1251317 51.1535057, -114.1253088 51.153465, -114.125309 51.153465, -114.1254445 51.1534343, -114.1254863 51.153425, -114.1256642 51.1533856, -114.1258424 51.1533469, -114.126009 51.1533115, -114.1260113 51.153311, -114.1260211 51.1533089, -114.1262001 51.1532716, -114.1263794 51.153235, -114.1265591 51.153199, -114.1265763 51.1531956, -114.1265774 51.1531954, -114.1267392 51.1531638, -114.1269196 51.1531292, -114.1271003 51.1530953, -114.1271004 51.1530953, -114.127149 51.1530863, -114.1272813 51.1530621, -114.1274627 51.1530296, -114.1276443 51.1529978, -114.1277233 51.1529842, -114.1277243 51.152984, -114.1278263 51.1529666, -114.1280086 51.1529362, -114.1281911 51.1529065, -114.1281916 51.1529064, -114.128302 51.1528888, -114.128374 51.1528774, -114.1285571 51.1528491, -114.1287405 51.1528214, -114.1288825 51.1528005, -114.1288828 51.1528005, -114.1289241 51.1527945, -114.129016 51.1527813, -114.1290182 51.152781, -114.129108 51.1527682, -114.1292922 51.1527427, -114.1292946 51.1527424, -114.129466 51.1527193, -114.1294766 51.1527179, -114.1296612 51.1526937, -114.129846 51.1526703, -114.1300311 51.1526476, -114.1300515 51.1526451, -114.1302164 51.1526256, -114.1304019 51.1526042, -114.1305876 51.1525836, -114.1305878 51.1525836, -114.1306394 51.152578, -114.1307735 51.1525637, -114.1309596 51.1525446, -114.1311459 51.1525261, -114.1312291 51.1525181, -114.1313323 51.1525083, -114.131519 51.1524913, -114.1317057 51.1524749, -114.1318205 51.1524652, -114.1318206 51.1524652, -114.1318207 51.1524652, -114.1318927 51.1524593, -114.1320798 51.1524444, -114.132267 51.1524302, -114.1324134 51.1524196, -114.1324135 51.1524196, -114.132414 51.1524195, -114.1324543 51.1524167, -114.1326418 51.1524039, -114.1328294 51.1523918, -114.1330078 51.152381, -114.1330121 51.1523808, -114.1330171 51.1523805, -114.1332049 51.1523699, -114.1333928 51.1523599, -114.1335809 51.1523507, -114.1336033 51.1523497, -114.1337689 51.1523423, -114.1339571 51.1523345, -114.1341454 51.1523275, -114.1341995 51.1523256, -114.1343337 51.1523211, -114.134522 51.1523155, -114.1347104 51.1523106, -114.1347961 51.1523086, -114.1347966 51.1523086, -114.1348989 51.1523065, -114.1350874 51.152303, -114.1352759 51.1523003, -114.1353935 51.1522989, -114.1354644 51.1522983, -114.1354645 51.1522983, -114.135653 51.152297, -114.1358227 51.1522964, -114.1358416 51.1522964, -114.135991 51.1522964, -114.1360302 51.1522965, -114.1362188 51.1522974, -114.1364073 51.152299, -114.1364259 51.1522991, -114.1366058 51.1523014, -114.1367857 51.1523041, -114.1368757 51.1523056, -114.1370555 51.1523089, -114.1372354 51.1523124, -114.1373253 51.1523142, -114.1383318 51.1523341, -114.1398714 51.1523644, -114.1400484 51.1523679, -114.1401753 51.1523704, -114.1407301 51.1523814, -114.1407224 51.1523625, -114.1407218 51.1523611, -114.140696 51.1522991, -114.1406894 51.1522834, -114.1406893 51.1522832, -114.1406671 51.1522317, -114.1406578 51.1522105, -114.1406578 51.1522104, -114.1406564 51.1522074, -114.1406443 51.1521801, -114.1406438 51.1521789, -114.1406437 51.1521788, -114.1406437 51.1521787, -114.1406231 51.1521331, -114.140623 51.152133, -114.140623 51.1521329, -114.1405951 51.1520725, -114.1405884 51.1520583, -114.1405872 51.1520556, -114.1405871 51.1520556, -114.1405502 51.1519785, -114.1405122 51.1519017, -114.1405121 51.1519016, -114.1405119 51.1519011, -114.1404817 51.1518418, -114.1404769 51.1518324, -114.1404728 51.1518245, -114.1404381 51.1517584, -114.1404326 51.1517481, -114.1403914 51.1516722, -114.1403913 51.151672, -114.1403513 51.1516002, -114.1403506 51.151599, -114.140349 51.1515961, -114.1403489 51.151596, -114.1403149 51.1515367, -114.1403055 51.1515204, -114.1402681 51.151457, -114.1402609 51.1514449, -114.1402609 51.1514448, -114.1402504 51.1514273, -114.1402478 51.151423, -114.1402473 51.1514223, -114.1402166 51.1513718, -114.1402154 51.1513699, -114.1402153 51.1513698, -114.1402152 51.1513695, -114.1401929 51.1513335, -114.1401927 51.1513331, -114.140189 51.1513272, -114.1401687 51.1512948, -114.1401685 51.1512945, -114.140121 51.1512202, -114.1401201 51.1512189, -114.1400722 51.1511458, -114.1400718 51.1511453, -114.1400717 51.1511451, -114.1400709 51.1511438, -114.1400585 51.1511253, -114.1400584 51.1511252, -114.140022 51.1510711, -114.1400219 51.1510711, -114.1400219 51.151071, -114.1399813 51.151012, -114.139971 51.1509972, -114.139919 51.1509236, -114.139919 51.1509235, -114.1399189 51.1509234, -114.1399188 51.1509233, -114.1398766 51.1508649, -114.139866 51.1508503, -114.1398659 51.1508502, -114.1398531 51.1508327, -114.1398519 51.1508312, -114.1398514 51.1508305, -114.1398119 51.1507772, -114.1398118 51.1507772, -114.1397992 51.1507604, -114.1397989 51.1507601, -114.1397978 51.1507585, -114.1397705 51.1507225, -114.1397703 51.1507223, -114.1397567 51.1507045, -114.1397567 51.1507044, -114.1397566 51.1507044, -114.1397239 51.150662, -114.1397234 51.1506614, -114.1397233 51.1506613, -114.1397075 51.150641, -114.1397005 51.150632, -114.1396906 51.1506195, -114.1396843 51.1506115, -114.1396793 51.1506051, -114.1396779 51.1506034, -114.1396442 51.1505611, -114.1396434 51.15056, -114.1396433 51.1505599, -114.1396288 51.1505419, -114.139605 51.1505126, -114.1395852 51.1504883, -114.1395851 51.1504882, -114.1395524 51.1504486, -114.1395522 51.1504484, -114.1395264 51.1504175, -114.1395259 51.1504169, -114.1395258 51.1504167, -114.1394657 51.1503458, -114.1394656 51.1503456, -114.1394297 51.1503041, -114.1394254 51.150299, -114.1394044 51.150275, -114.1394043 51.1502749, -114.139369 51.1502348, -114.1393682 51.1502338, -114.1393433 51.1502059, -114.1393422 51.1502046, -114.139342 51.1502045, -114.139295 51.1501523, -114.1392789 51.1501345, -114.1392788 51.1501344, -114.1392362 51.1500881, -114.1392361 51.150088, -114.139236 51.1500878, -114.1392221 51.1500729, -114.1392199 51.1500706, -114.1392146 51.1500649, -114.1392145 51.1500647, -114.1391526 51.1499989, -114.1391493 51.1499954, -114.1391069 51.1499511, -114.1391058 51.14995, -114.139103 51.1499471, -114.1390832 51.1499266, -114.139083 51.1499264, -114.1390531 51.1498958, -114.1390204 51.1498625, -114.1390188 51.1498608, -114.139016 51.149858, -114.1390158 51.1498578, -114.1390154 51.1498574, -114.1389708 51.1498127, -114.1389694 51.1498112, -114.1389585 51.1498004, -114.138949 51.149791, -114.1389478 51.1497898, -114.1389476 51.1497896, -114.138893 51.1497359, -114.1388799 51.1497232, -114.1388786 51.149722, -114.1388785 51.1497218, -114.1388267 51.1496719, -114.1388087 51.1496547, -114.1388085 51.1496546, -114.1388084 51.1496544, -114.1387989 51.1496454, -114.1387526 51.1496017, -114.1387492 51.1495985, -114.1387382 51.1495882, -114.1387375 51.1495875, -114.1387373 51.1495874, -114.1387349 51.1495852, -114.1386787 51.149533, -114.1386656 51.1495211, -114.1386654 51.1495209, -114.1386653 51.1495207, -114.1386645 51.14952, -114.1386064 51.1494672, -114.1386057 51.1494666, -114.1385925 51.1494547, -114.1385923 51.1494545, -114.1385587 51.1494244, -114.1385186 51.1493889, -114.1385184 51.1493887, -114.1384796 51.1493547, -114.1384441 51.1493238, -114.1384438 51.1493235, -114.1384436 51.1493233, -114.1384405 51.1493207, -114.1384288 51.1493106, -114.1384284 51.1493103, -114.1384072 51.149292, -114.138368 51.1492585, -114.1383678 51.1492584, -114.1383442 51.1492384, -114.1383065 51.1492067, -114.1383038 51.1492045, -114.1382913 51.149194, -114.1382911 51.1491939, -114.13829 51.1491929, -114.1382571 51.1491656, -114.1382137 51.1491299, -114.1382135 51.1491298, -114.1381615 51.1490874, -114.1381361 51.149067, -114.1381352 51.1490663, -114.138135 51.1490661, -114.138084 51.1490254, -114.1380785 51.149021, -114.1380558 51.1490031, -114.1380556 51.1490029, -114.1379938 51.1489545, -114.1379755 51.1489403, -114.1379753 51.1489401, -114.1379083 51.1488886, -114.1379078 51.1488882, -114.1378943 51.148878, -114.1378941 51.1488778, -114.1378913 51.1488757, -114.1378409 51.1488376, -114.1378122 51.1488161, -114.137812 51.148816, -114.13781 51.1488145, -114.1377549 51.1487736, -114.1377511 51.1487708, -114.1377293 51.1487548, -114.1377291 51.1487546, -114.1376726 51.1487134, -114.1376454 51.1486938, -114.1376452 51.1486937, -114.1375929 51.1486562, -114.1375915 51.1486552, -114.1375696 51.1486396, -114.1375677 51.1486383, -114.1375675 51.1486382, -114.1375608 51.1486334, -114.1375606 51.1486333, -114.1375604 51.1486331, -114.1375603 51.148633, -114.1375013 51.1485916, -114.1374995 51.1485904, -114.1374752 51.1485734, -114.137475 51.1485733, -114.1374374 51.1485473, -114.1373888 51.148514, -114.1373886 51.1485138, -114.1373016 51.148455, -114.1373014 51.1484548, -114.1372595 51.1484269, -114.1372562 51.1484247, -114.1372561 51.1484246, -114.137219 51.1484001, -114.1372143 51.148397, -114.1372135 51.1483965, -114.1372133 51.1483963, -114.1371634 51.1483637, -114.1371629 51.1483633, -114.1371246 51.1483385, -114.1371244 51.1483383, -114.1371225 51.1483371, -114.137063 51.1482989, -114.1370615 51.148298, -114.1370369 51.1482823, -114.1370349 51.148281, -114.1370347 51.1482809, -114.1370122 51.1482666, -114.1370029 51.1482607, -114.136981 51.1482469, -114.1369444 51.148224, -114.1369442 51.1482239, -114.1369427 51.148223, -114.1368724 51.1481794, -114.1368563 51.1481695, -114.136853 51.1481675, -114.1368528 51.1481674, -114.1368501 51.1481658, -114.1367861 51.1481268, -114.1367765 51.148121, -114.1367609 51.1481116, -114.1367607 51.1481114, -114.1367118 51.1480822, -114.1367008 51.1480756, -114.1366679 51.1480561, -114.1366677 51.148056, -114.1366194 51.1480276, -114.136618 51.1480267, -114.1365742 51.1480012, -114.136574 51.1480011, -114.1365687 51.147998, -114.1365422 51.1479827, -114.1364797 51.1479468, -114.1364795 51.1479467, -114.1364219 51.147914, -114.1363845 51.147893, -114.1363843 51.1478929, -114.1363339 51.1478648, -114.1362884 51.1478397, -114.1362882 51.1478396, -114.1362361 51.147811, -114.1362321 51.1478088, -114.1361918 51.147787, -114.1361916 51.1477869, -114.1361915 51.1477868, -114.1361459 51.1477623, -114.1361059 51.1477409, -114.1360941 51.1477347, -114.1360937 51.1477344, -114.136058 51.1477156, -114.1359958 51.147683, -114.1359957 51.1476829, -114.1359096 51.1476384, -114.1358967 51.1476318, -114.1358215 51.1475936, -114.1358167 51.1475912, -114.1357971 51.1475813, -114.135797 51.1475813, -114.1357909 51.1475782, -114.1357864 51.147576, -114.1357418 51.1475537, -114.1357393 51.1475524, -114.1356967 51.1475314, -114.1356965 51.1475313, -114.1356093 51.1474886, -114.1356075 51.1474877, -114.1355954 51.1474819, -114.1355212 51.1474462, -114.1355188 51.147445, -114.1354937 51.1474331, -114.1354936 51.147433, -114.1353998 51.1473888, -114.135391 51.1473847, -114.1353467 51.1473641, -114.1353463 51.1473639, -114.1352898 51.1473379, -114.1352879 51.1473371, -114.1352878 51.147337, -114.1352236 51.1473078, -114.1352229 51.1473075, -114.135184 51.14729, -114.1351839 51.1472899, -114.1351835 51.1472897, -114.1351524 51.1472758, -114.1351411 51.1472708, -114.1351225 51.1472625, -114.1350795 51.1472435, -114.1350794 51.1472434, -114.1350123 51.147214, -114.134981 51.1472004, -114.1349743 51.1471975, -114.1349742 51.1471975, -114.1349276 51.1471774, -114.1348684 51.1471522, -114.1348683 51.1471521, -114.1348233 51.1471331, -114.1348222 51.1471326, -114.1348058 51.1471258, -114.1348012 51.1471238, -114.1347979 51.1471225, -114.1347619 51.1471074, -114.1347618 51.1471074, -114.1347317 51.1470949, -114.1347298 51.1470941, -114.1346904 51.1470779, -114.1346899 51.1470776, -114.1346896 51.1470775, -114.134655 51.1470634, -114.1346548 51.1470633, -114.1346547 51.1470632, -114.1346545 51.1470632, -114.1345871 51.1470358, -114.1345832 51.1470343, -114.134547 51.1470197, -114.1345463 51.1470195, -114.1344558 51.1469836, -114.1344386 51.1469768, -114.1344381 51.1469766, -114.1343494 51.1469421, -114.1343296 51.1469345, -114.1343292 51.1469343, -114.1342496 51.1469039, -114.1342224 51.1468937, -114.1342201 51.1468928, -114.1342198 51.1468927, -114.1341099 51.1468517, -114.1341097 51.1468516, -114.1339991 51.1468112, -114.1339399 51.1467899, -114.1339392 51.1467897, -114.1338879 51.1467714, -114.1338878 51.1467714, -114.1338876 51.1467713, -114.133824 51.1467489, -114.1337762 51.1467323, -114.1337759 51.1467322, -114.1336639 51.1466937, -114.1336634 51.1466936, -114.1336451 51.1466873, -114.1335511 51.1466558, -114.1335269 51.1466478, -114.1327157 51.1463799, -114.1327747 51.1464014, -114.1326864 51.1463716, -114.1325308 51.1463199, -114.1322737 51.1462355, -114.132 51.1461451, -114.1316657 51.146034, -114.1314333 51.1459556, -114.1312076 51.1458831, -114.1309891 51.1458117, -114.1308349 51.1457617, -114.1306233 51.1456902, -114.1304663 51.1456376, -114.1301888 51.1455464, -114.1300084 51.1454869, -114.1298119 51.1454223, -114.1296412 51.1453662, -114.1294736 51.1453103, -114.1293166 51.1452586, -114.1291528 51.1452034, -114.1289862 51.145149, -114.1287541 51.1450734, -114.1285672 51.1450124, -114.1282396 51.1449011, -114.1279209 51.1447971, -114.1276745 51.1447151, -114.1274556 51.14464, -114.127278 51.1445805, -114.127094 51.1445145, -114.1269205 51.1444472, -114.1266864 51.1443479, -114.1264488 51.1442465, -114.1261596 51.1441187, -114.1259159 51.1440081, -114.1257303 51.1439205, -114.1255562 51.1438325, -114.1252421 51.1436622, -114.1249387 51.1434856, -114.1246669 51.1433188, -114.124431 51.1431616, -114.1241951 51.1429916, -114.1239899 51.1428312, -114.1237434 51.1426311, -114.1225562 51.1429645, -114.1205591 51.143577, -114.1193159 51.1438976, -114.1184538 51.1440757, -114.1177235 51.1442003, -114.1168823 51.1442864, -114.1160506 51.1443298, -114.1152865 51.1443427, -114.1145031 51.1443191, -114.1136615 51.1442591, -114.1127133 51.1441383, -114.1115716 51.1439386, -114.1107781 51.1437933, -114.1098589 51.1436196, -114.1079608 51.1433165, -114.1040854 51.142636, -114.1031923 51.1424995, -114.102339 51.1424066, -114.1013569 51.1423762, -114.100484 51.142377, -114.0995699 51.1424357, -114.0988019 51.1425134, -114.098045 51.1426227, -114.0970824 51.1428161, -114.0954632 51.1431852, -114.0925382 51.1438461, -114.0938139 51.1451414, -114.09476 51.1461034, -114.0947547 51.149206, -114.0953679 51.1493815, -114.0960283 51.149161, -114.0965058 51.1497061, -114.0973353 51.1501135, -114.09713 51.1506529, -114.0971912 51.1510814, -114.0979226 51.151163, -114.0988563 51.1518085, -114.0981969 51.1523147, -114.0984212 51.152532, -114.0985241 51.1527746, -114.0991514 51.1528809, -114.0993061 51.1529993, -114.0996381 51.1536554, -114.0998932 51.1538266, -114.1004907 51.1538728, -114.1007992 51.1540718, -114.0947444 51.1540761, -114.0947448 51.1542571)))",
